collar_id,maker,battery_life,signal_distance,fail
126,Darn Tuff Collars Company,125.9938132417372,4157.333715911797,0
127,Darn Tuff Collars Company,115.13363879094479,4187.574270785085,0
128,Darn Tuff Collars Company,130.72241681865137,4158.587289311085,0
129,Darn Tuff Collars Company,109.26652499691264,4171.542723053454,0
130,Darn Tuff Collars Company,120.81800179589345,4186.329029986285,0
131,Darn Tuff Collars Company,110.7000038709268,4164.61699514628,0
132,Darn Tuff Collars Company,123.0139513559087,4208.447744106431,0
133,Darn Tuff Collars Company,120.29292202622693,4201.80699638073,0
134,Darn Tuff Collars Company,126.32962804767271,4197.722669327442,0
135,Darn Tuff Collars Company,117.47968300232944,4162.641914221063,0
136,Darn Tuff Collars Company,116.73562768150052,4183.500201198581,0
137,Darn Tuff Collars Company,125.34597301874726,4166.137346234422,0
138,Darn Tuff Collars Company,122.88889969488407,4175.355642031943,0
139,Darn Tuff Collars Company,135.2067446066636,4162.292022075375,0
140,Darn Tuff Collars Company,116.4886152260567,4214.520620154315,0
141,Darn Tuff Collars Company,114.58239555289794,4199.200680498805,0
142,Darn Tuff Collars Company,116.16927307129349,4189.01141026696,0
143,Darn Tuff Collars Company,118.17186770073579,4201.699633862623,0
144,Darn Tuff Collars Company,116.615625823958,4200.847783729809,0
145,Darn Tuff Collars Company,123.75096780198137,4203.086850266378,0
146,Darn Tuff Collars Company,121.08559242282819,4197.413559819302,0
147,Darn Tuff Collars Company,124.09412215769218,4167.225010082109,0
148,Darn Tuff Collars Company,132.803430395021,4206.912840639864,0
149,Darn Tuff Collars Company,112.44037917864594,4202.74804949868,0
150,Darn Tuff Collars Company,129.17803219961604,4176.531567914089,0
101,Darn Tuff Collars Company,99.23840202201066,4199.4665376430685,0
102,Darn Tuff Collars Company,129.6075392731654,4225.85304735072,0
103,Darn Tuff Collars Company,105.6998725541547,4162.6219743457505,0
104,Darn Tuff Collars Company,140.01956767974667,4198.453745534248,0
105,Darn Tuff Collars Company,115.15010438227344,4171.887532589277,0
106,Darn Tuff Collars Company,113.18630500968624,4156.700679533921,0
107,Darn Tuff Collars Company,127.75374319894206,4246.079070409228,0
108,Darn Tuff Collars Company,118.4339690863232,4189.599100677942,0
109,Darn Tuff Collars Company,130.9165645775925,4195.68042554327,0
110,Darn Tuff Collars Company,121.82196296745191,4190.613310257806,0
111,Darn Tuff Collars Company,123.8299965065973,4168.043119793875,0
112,Darn Tuff Collars Company,131.4598352518623,4168.681538169469,0
113,Darn Tuff Collars Company,128.90262066658408,4185.651627309344,0
114,Darn Tuff Collars Company,116.80427605551097,4145.976149836714,0
115,Darn Tuff Collars Company,113.43742831661487,4190.373387914014,0
116,Darn Tuff Collars Company,129.88709242050822,4160.180047182531,0
117,Darn Tuff Collars Company,112.01449033905553,4201.3879120692345,0
118,Darn Tuff Collars Company,125.80182024149482,4156.172233460178,0
119,Darn Tuff Collars Company,119.28113595368589,4169.112011093858,0
120,Darn Tuff Collars Company,118.49435830802443,4180.944835464927,0
121,Darn Tuff Collars Company,112.09172081438145,4198.154659020376,0
122,Darn Tuff Collars Company,113.4401926276719,4153.22073920865,0
123,Darn Tuff Collars Company,128.82946244861358,4152.927685757781,0
124,Darn Tuff Collars Company,136.83713738184247,4227.088855899371,0
125,Darn Tuff Collars Company,127.1615264684535,4178.949358543942,0
126,Darn Tuff Collars Company,104.23089566759612,4164.627354654377,0
127,Darn Tuff Collars Company,119.66760030111926,4176.306773423449,0
128,Darn Tuff Collars Company,96.47448004434139,4162.987662541814,0
129,Darn Tuff Collars Company,125.84901052297849,4178.320029672461,0
130,Darn Tuff Collars Company,113.48877444677723,4154.885775983635,0
131,Darn Tuff Collars Company,128.73818026184773,4098.475301398403,0
132,Darn Tuff Collars Company,100.76456885310715,4220.688176601835,0
133,Darn Tuff Collars Company,147.33415447928712,4152.678862920595,0
134,Darn Tuff Collars Company,121.01317810216996,4150.600963534414,0
135,Darn Tuff Collars Company,119.69989647840178,4217.225740647555,0
136,Darn Tuff Collars Company,120.31706755424545,4142.584567654437,0
137,Darn Tuff Collars Company,112.45654688583832,4226.091265588009,0
138,Darn Tuff Collars Company,133.61837992152184,4159.294748434623,0
139,Darn Tuff Collars Company,126.00676672594118,4203.960079938188,0
140,Darn Tuff Collars Company,125.89770200519882,4119.074592082983,0
141,Darn Tuff Collars Company,125.18300015525014,4152.09692396099,0
142,Darn Tuff Collars Company,112.48358128473535,4137.649520625582,0
143,Darn Tuff Collars Company,143.22866900003777,4192.9666493517225,0
144,Darn Tuff Collars Company,96.92147827573979,4161.181471630778,0
145,Darn Tuff Collars Company,109.15640318785215,4205.331340876737,0
146,Darn Tuff Collars Company,130.07300994002765,4204.782355252262,0
147,Darn Tuff Collars Company,123.8828352470307,4180.44403943669,0
148,Darn Tuff Collars Company,117.8382916708954,4194.348255483383,0
149,Darn Tuff Collars Company,101.86777161614602,4239.010215805283,0
150,Darn Tuff Collars Company,124.39342672769952,4189.644598372554,0
101,Darn Tuff Collars Company,111.51059036759202,4210.192193271647,0
102,Darn Tuff Collars Company,122.40859454065193,4202.43369028294,0
103,Darn Tuff Collars Company,120.7187759775886,4171.849292600794,0
104,Darn Tuff Collars Company,126.74546295217593,4232.520523544764,0
105,Darn Tuff Collars Company,129.77898380301167,4174.610843903084,0
106,Darn Tuff Collars Company,115.14635611341822,4194.799628670398,0
107,Darn Tuff Collars Company,102.56674621737808,4191.603229838593,0
108,Darn Tuff Collars Company,115.25611076626964,4144.3056086071665,0
109,Darn Tuff Collars Company,107.71463563682624,4199.4625577538045,0
110,Darn Tuff Collars Company,124.12562857420825,4193.280189450311,0
111,Darn Tuff Collars Company,114.31423642439754,4208.9884774049115,0
112,Darn Tuff Collars Company,117.74175531078978,4163.919546643465,0
113,Darn Tuff Collars Company,117.94554108268606,4212.622813267939,0
114,Darn Tuff Collars Company,103.34457208911286,4211.262832692782,0
115,Darn Tuff Collars Company,127.63278519464033,4158.403635467933,0
116,Darn Tuff Collars Company,117.81347103794023,4175.572244155487,0
117,Darn Tuff Collars Company,113.21584368086921,4220.771231680882,0
118,Darn Tuff Collars Company,127.45214503788861,4156.264937232144,0
119,Darn Tuff Collars Company,121.43733208610647,4175.81829756932,0
120,Darn Tuff Collars Company,108.53585790908879,4156.818434122833,0
121,Darn Tuff Collars Company,118.86587320553201,4135.557399648488,0
122,Darn Tuff Collars Company,147.23979129581897,4210.690692725589,0
123,Darn Tuff Collars Company,137.30700759416146,4223.44271518361,0
124,Darn Tuff Collars Company,125.51173867971421,4236.383500603797,0
125,Darn Tuff Collars Company,127.24814009538457,4233.858182165702,0
126,Darn Tuff Collars Company,112.13547022391435,4192.68382893242,0
127,Darn Tuff Collars Company,92.7586587850785,4141.745271510274,0
128,Darn Tuff Collars Company,120.24291144943595,4163.242017771817,0
129,Darn Tuff Collars Company,113.46313963034834,4147.485247700778,0
130,Darn Tuff Collars Company,121.61589772178719,4181.638808828038,0
131,Darn Tuff Collars Company,116.9786542257415,4209.793294854711,0
132,Darn Tuff Collars Company,127.5145716687886,4210.451744111349,0
133,Darn Tuff Collars Company,126.36484387271044,4242.857654859954,0
134,Darn Tuff Collars Company,115.99462225387916,4185.907314973438,0
135,Darn Tuff Collars Company,110.0571731070195,4203.782233186253,0
136,Darn Tuff Collars Company,115.20101529464561,4190.364549896661,0
137,Darn Tuff Collars Company,123.67925784057596,4212.719315174515,0
138,Darn Tuff Collars Company,118.38292635578874,4231.373503786368,0
139,Darn Tuff Collars Company,115.67879131163045,4161.437754792204,0
140,Darn Tuff Collars Company,135.078678957352,4174.406772045326,0
141,Darn Tuff Collars Company,110.34072728566977,4123.597886837479,0
142,Darn Tuff Collars Company,112.51570010025655,4229.415104355673,0
143,Darn Tuff Collars Company,111.12382154703077,4213.582920164829,0
144,Darn Tuff Collars Company,105.45114881537387,4159.745407275017,0
145,Darn Tuff Collars Company,122.50942544346569,4123.459709466408,0
146,Darn Tuff Collars Company,128.86343454261294,4211.889478812849,0
147,Darn Tuff Collars Company,110.12864108010884,4178.781750731907,0
148,Darn Tuff Collars Company,112.30388342659415,4176.441962810353,0
149,Darn Tuff Collars Company,112.28521321870326,4118.506349750732,0
150,Darn Tuff Collars Company,129.6850563267339,4203.347980659234,0
101,Darn Tuff Collars Company,125.06103092802417,4263.067258654794,0
102,Darn Tuff Collars Company,131.99573186972188,4208.399037469618,0
103,Darn Tuff Collars Company,104.66682522026994,4125.590230496747,0
104,Darn Tuff Collars Company,117.69414544085282,4209.829106027543,0
105,Darn Tuff Collars Company,129.88631897392926,4180.026758825034,0
106,Darn Tuff Collars Company,105.46952025548828,4161.424723404753,0
107,Darn Tuff Collars Company,117.89510622505358,4166.293963068587,0
108,Darn Tuff Collars Company,129.61057585972188,4164.531826969105,0
109,Darn Tuff Collars Company,108.96461434424887,4227.192479547249,0
110,Darn Tuff Collars Company,132.22870061141384,4253.2611105898595,0
111,Darn Tuff Collars Company,109.82992651267317,4170.232357459459,0
112,Darn Tuff Collars Company,115.6161284077869,4163.191377676448,0
113,Darn Tuff Collars Company,127.62098988438551,4179.566672973845,0
114,Darn Tuff Collars Company,113.98746673230536,4174.982926466193,0
115,Darn Tuff Collars Company,123.75045404709802,4174.057973599027,0
116,Darn Tuff Collars Company,124.78046919602505,4130.237558909921,0
117,Darn Tuff Collars Company,115.2447913995645,4211.828639361932,0
118,Darn Tuff Collars Company,121.42326499918094,4173.416281202831,0
119,Darn Tuff Collars Company,115.07916692640113,4176.437657640919,0
120,Darn Tuff Collars Company,109.48042567229282,4168.137901966764,0
121,Darn Tuff Collars Company,144.21007153600547,4164.442126859649,0
122,Darn Tuff Collars Company,120.19011937826606,4256.751819755812,0
123,Darn Tuff Collars Company,118.25001531183742,4174.0076079658265,0
124,Darn Tuff Collars Company,132.3073775423877,4232.734995314952,0
125,Darn Tuff Collars Company,120.10150085536131,4239.501776058775,0
126,Darn Tuff Collars Company,94.02112710769754,4220.985207225154,0
127,Darn Tuff Collars Company,124.97048904802581,4142.988723620571,0
128,Darn Tuff Collars Company,129.36626890332442,4245.487894602486,0
129,Darn Tuff Collars Company,114.30427476455921,4178.896444571822,0
130,Darn Tuff Collars Company,132.63278611512013,4217.263380606648,0
131,Darn Tuff Collars Company,128.1626623231737,4203.818149388093,0
132,Darn Tuff Collars Company,121.57594306006546,4200.095331199061,0
133,Darn Tuff Collars Company,122.8180173548494,4179.063176274655,0
134,Darn Tuff Collars Company,119.20495000700966,4208.161370071341,0
135,Darn Tuff Collars Company,121.49134994786311,4196.7302618836475,0
136,Darn Tuff Collars Company,109.53934502002767,4212.085167185106,0
137,Darn Tuff Collars Company,121.10464957636879,4245.475771749198,0
138,Darn Tuff Collars Company,116.63587671906399,4200.016324046818,0
139,Darn Tuff Collars Company,113.43411146634189,4174.481294232332,0
140,Darn Tuff Collars Company,119.89837476673148,4183.717079442285,0
141,Darn Tuff Collars Company,123.44634578188447,4226.480356367394,0
142,Darn Tuff Collars Company,124.34601699484955,4190.84020832748,0
143,Darn Tuff Collars Company,127.14808099653908,4230.622968071408,0
144,Darn Tuff Collars Company,106.76761837879945,4209.745773734399,0
145,Darn Tuff Collars Company,122.06587656954449,4245.406163932896,0
146,Darn Tuff Collars Company,101.15420495282834,4158.329941123734,0
147,Darn Tuff Collars Company,142.0849436406555,4131.82998632132,0
148,Darn Tuff Collars Company,112.60253881724924,4257.592305677418,0
149,Darn Tuff Collars Company,110.60434879383837,4182.904910665643,0
150,Darn Tuff Collars Company,131.79988308169314,4187.948308971253,0
101,Darn Tuff Collars Company,107.49732975458114,4226.2526456382175,0
102,Darn Tuff Collars Company,113.29084672519156,4204.270977177434,0
103,Darn Tuff Collars Company,117.17378112831621,4214.937561873494,0
104,Darn Tuff Collars Company,138.86266157550767,4203.216781231291,0
105,Darn Tuff Collars Company,107.28161547345033,4232.666765764444,0
106,Darn Tuff Collars Company,139.7030826418673,4232.350257861196,0
107,Darn Tuff Collars Company,123.95375663177998,4187.019859056125,0
108,Darn Tuff Collars Company,121.90763585800555,4206.625360559096,0
109,Darn Tuff Collars Company,101.28510804791361,4204.271904535981,0
110,Darn Tuff Collars Company,106.2526629686855,4185.296167281293,0
111,Darn Tuff Collars Company,111.39840554402508,4211.567685861067,0
112,Darn Tuff Collars Company,123.73684486643256,4227.375364780274,0
113,Darn Tuff Collars Company,115.6654736097466,4200.682202800836,0
114,Darn Tuff Collars Company,109.91497412841315,4148.329888088012,0
115,Darn Tuff Collars Company,119.78155657482652,4203.389703431076,0
116,Darn Tuff Collars Company,105.63568546520445,4214.694930843056,0
117,Darn Tuff Collars Company,127.59630567804591,4197.90563304408,0
118,Darn Tuff Collars Company,108.542272464277,4165.913320776886,0
119,Darn Tuff Collars Company,119.53357998737141,4248.120026465065,0
120,Darn Tuff Collars Company,131.98914280451055,4174.5858438919595,0
121,Darn Tuff Collars Company,127.6251148843911,4242.414699025308,0
122,Darn Tuff Collars Company,119.44234074691175,4185.568547794939,0
123,Darn Tuff Collars Company,118.20186628612083,4238.381681336394,0
124,Darn Tuff Collars Company,134.23122851264108,4178.600894360228,1
125,Darn Tuff Collars Company,116.59379879208524,4206.595257428818,0
126,Darn Tuff Collars Company,115.72778081891789,4198.943082021286,0
127,Darn Tuff Collars Company,140.33902625322108,4164.577548070739,0
128,Darn Tuff Collars Company,113.06834201537083,4210.142192991438,0
129,Darn Tuff Collars Company,126.83964159432702,4211.805164493444,0
130,Darn Tuff Collars Company,116.3741186022218,4187.648397775337,0
131,Darn Tuff Collars Company,118.02998099920542,4224.321313098256,0
132,Darn Tuff Collars Company,117.125120431754,4227.512975420547,0
