site_id,year,tussocks,dist_to_water,stone_size,num_nests
51,2011,6.282165887158683,20.87337139487333,48.32343309434737,19
52,2011,5.546188333177858,23.20289605718833,41.3825063745281,26
53,2011,7.855975411878542,24.221104664952424,43.76086925616942,18
54,2011,6.176817916124003,21.260860182224047,41.72352117643743,15
55,2011,6.677563474119187,22.436822450549638,48.00187476694494,28
56,2011,7.051204592057346,19.33890904463083,43.65080759953007,31
57,2011,6.395618034200921,20.899469221854833,45.67071681936016,12
58,2011,7.481250582653108,18.807539514380093,45.29785619720365,28
59,2011,6.8228069255393695,23.294906113432663,44.607149638711206,33
60,2011,6.7290867429291374,21.129362486616245,45.59311579497137,14
61,2011,5.614810566433665,18.242156761523873,38.572260054161596,15
62,2011,6.978774580778743,21.869714499234327,43.95065511645285,25
63,2011,7.336921863638515,22.58331859829962,43.96645744840964,17
64,2011,6.999605380455112,21.128113430555846,42.928935827285756,30
65,2011,8.330404151353015,20.92125863089508,49.91950568852437,30
66,2011,4.871147541243122,20.02229109823422,46.31048720149504,14
67,2011,6.192179661081506,20.28721615027576,48.94409773964158,36
68,2011,7.851620206626298,17.41854297359788,49.04403418556254,17
69,2011,8.607198159828759,19.487404175436485,44.17094596858155,31
70,2011,8.026019660710048,19.37276730275126,36.304281132401854,16
71,2011,4.801979880785318,20.270190942462637,46.27968169912163,30
72,2011,6.597816374100064,21.75349505655661,40.63947989767268,35
73,2011,7.239527764794407,19.656825170616276,45.17197520982699,22
74,2011,7.829003764977416,18.887162950812808,45.82793177538476,25
75,2011,7.305898869502637,21.55232591443332,46.81392120404678,28
76,2011,7.270897008463635,18.126664168408904,46.15910437831169,22
77,2011,6.970044808430982,23.224830734949933,42.08019098285733,18
78,2011,8.286070036132024,17.162964342747728,47.64613120025588,22
79,2011,8.446737843893244,21.07960385042695,38.17907145337698,19
80,2011,6.750555752590684,26.11957661447007,46.30266128876791,25
81,2011,7.918096308747377,21.922266610830132,46.245594430276384,26
82,2011,5.954201717579027,22.08249235422082,44.168784856429284,17
83,2011,7.61937433134947,22.582032298148267,46.38262390578192,16
84,2011,6.868067725953251,21.62498923018216,42.68779130814505,36
85,2011,6.825420206334015,21.800141607914625,49.43765368217135,29
86,2011,7.268637040155645,21.282968929053094,44.6478542967593,29
87,2011,7.64533249946775,24.29548798339171,41.25938997182979,19
88,2011,5.82437702952946,19.44956694226108,45.32736063098788,33
89,2011,6.7850120867156924,19.34443773793588,40.48931570190047,28
90,2011,6.024728187878215,21.47059337959645,40.84418620911836,23
91,2011,7.037873669153315,20.41806616844891,40.98329851633144,20
92,2011,6.798162014600256,22.771334224472085,43.45118907477756,11
93,2011,7.9272174959973425,21.15360618150416,39.63083057810594,25
94,2011,8.500020696339694,20.48408276568128,37.81374114858627,17
95,2011,4.34887233002296,21.453555778722194,39.52639624385863,16
96,2011,5.320065624829946,19.407574663940498,48.41176843443831,19
97,2011,5.278954279450391,24.38879671033808,43.176786085735976,28
98,2011,6.2603909218661595,21.184599292842186,47.08556449954383,1
99,2011,7.394824354715246,17.606925085970577,40.576350414804686,31
100,2011,7.225984046910386,20.795290142515608,40.97753561881554,20
